;tweetid;stance;sentiment;temporal_orientation
763;1461099235299020807;believe;negative;past
764;1475909371762642947;believe;negative;future
765;1473643407927132164;believe;positive;future
766;1468056833399001088;believe;negative;past
767;1472203986958647302;believe;neutral;future
768;1480754950200246273;believe;neutral;future
769;1478610025476022276;believe;negative;future
770;1476713847146917893;believe;neutral;present
771;1480525571864080390;believe;neutral;future
772;1467743527367020545;believe;neutral;future
773;1471083211065376772;believe;negative;future
774;1494717369364762627;deny;negative;past
775;1421058623208361987;believe;positive;future
776;1475892447037198339;believe;negative;past
777;1516418683979149318;believe;positive;future
778;1469327317419925518;believe;negative;present
779;1502910465550159872;believe;positive;future
780;1469803941453983744;believe;neutral;future
781;1458947446541893632;believe;positive;future
782;1477635391247187968;believe;neutral;future
783;1481265206550532100;believe;neutral;present
784;1508939079437664257;believe;positive;present
785;1477063137065111566;believe;negative;future
786;1424737013228523520;believe;negative;future
787;1517407153518219267;believe;positive;future
788;1509986874361667585;believe;neutral;future
789;1483896465298702336;deny;negative;future
790;1424705956236177413;believe;negative;present
791;1514630513654665216;believe;positive;future
792;1501187591596650496;believe;positive;future
793;1515107239715033091;believe;positive;past
794;1514686818771480580;believe;positive;future
795;1441513299401605120;believe;negative;future
796;1498607372322881541;believe;neutral;future
797;1470773366248423435;believe;negative;future
798;1477272905616695300;believe;positive;future
799;1469002285816684545;believe;negative;future
800;1481163741869707265;believe;neutral;present
801;1491831853946310657;deny;negative;present
802;1462201071728611331;deny;negative;past
803;1460864564979851271;believe;neutral;future
804;1469573974946648064;believe;neutral;future
805;1473391574339907587;believe;negative;future
806;1472001519637569539;believe;negative;present
807;1460904607941550087;believe;neutral;past
808;1485614174029889540;deny;negative;past
809;1514414256191508480;believe;positive;future
810;1479995229671497730;deny;negative;future
811;1514405088785154048;believe;positive;future
812;1485291483171368970;believe;neutral;past
813;1461716867219865614;believe;negative;future
814;1512363812691021829;believe;positive;present
815;1498279618675150856;deny;positive;past
816;1516950933158068224;believe;positive;future
817;1497304624893771781;believe;positive;future
818;1461234097439875072;believe;negative;past
819;1471172966146875393;deny;positive;future
820;1484846460516581377;deny;positive;past
821;1497762545196847106;deny;negative;past
822;1481044732650340357;deny;negative;future
823;1481066395651690505;believe;neutral;present
824;1469910410593775619;believe;neutral;future
825;1460518805600411648;believe;negative;future
826;1512163948145135623;believe;positive;present
827;1480234759792082949;believe;negative;future
828;1499495851688964099;believe;positive;future
829;1502795773628456961;believe;neutral;future
830;1495318195015938048;deny;positive;past
831;1479981601668874243;believe;neutral;present
832;1514510165327765505;believe;positive;present
833;1517157336426553345;believe;positive;future
834;1516467991860416520;believe;positive;future
835;1476076793648103427;believe;negative;future
836;1462322022973775879;deny;positive;past
837;1471416969945563139;believe;neutral;future
838;1514875952609693701;believe;positive;present
839;1477872696482570241;believe;negative;future
840;1444697289403076610;believe;negative;past
841;1516738643578466304;believe;neutral;past
842;1496741020243013639;deny;positive;present
843;1509173949078413317;believe;neutral;future
844;1474048851673862151;believe;negative;future
845;1501136650952491013;believe;positive;present
846;1471290110956261376;believe;neutral;future
847;1511715362399834122;believe;positive;future
848;1468771115812204546;believe;positive;future
849;1516400605702803457;believe;positive;present
850;1473011411089567745;believe;negative;present
851;1513596315627712512;believe;positive;future
852;1512010217520783372;believe;positive;future
853;1425646419503890433;believe;negative;future
854;1503021151001350150;believe;neutral;future
855;1516982682101886977;believe;positive;future
856;1510201175051755520;believe;positive;present
857;1475890836739170311;believe;negative;present
858;1439304102861807621;believe;negative;past
859;1514902305862266883;believe;positive;future
860;1514666469908520966;believe;positive;present
861;1516246098062737410;believe;positive;future
862;1499040683826503681;believe;positive;future
863;1514581638147031042;believe;positive;future
864;1517489069336498177;believe;positive;future
865;1473951035391569925;deny;neutral;present
866;1496431772107780099;deny;neutral;present
867;1424983850300571648;believe;negative;future
868;1425543408404205570;believe;negative;present
869;1469853929047351297;deny;neutral;present
870;1461538324737232904;believe;negative;future
871;1477722930582851589;believe;neutral;future
872;1484935113410547724;deny;negative;present
873;1514582386339905536;believe;positive;past
874;1512196829382815749;believe;positive;future
875;1469519335072935947;believe;neutral;present
876;1488081319791837184;deny;negative;future
877;1477703366482415617;believe;neutral;future
878;1460446052570566660;believe;negative;past
879;1495650529225187328;deny;positive;present
880;1478386071536902154;believe;positive;future
881;1473670879636770823;believe;negative;future
882;1514421013429493760;believe;positive;future
883;1460403631967113224;deny;neutral;future
884;1475829024882667522;believe;negative;future
885;1472584933269024777;believe;positive;future
886;1478417963149828097;believe;positive;future
887;1499534125723697152;believe;neutral;future
888;1510195603065692163;believe;positive;future
889;1472680488238211075;believe;negative;future
890;1477312710148820994;believe;negative;future
891;1514505944444461057;believe;positive;future
892;1508497568468066308;believe;positive;future
893;1491893073336541184;deny;negative;past
894;1483074663093874690;believe;neutral;present
895;1479462316232093707;believe;positive;future
896;1488271326611931139;deny;negative;present
897;1516541508073279503;believe;neutral;past
898;1475530733531779072;deny;negative;present
899;1470874439277551624;deny;negative;present
900;1480876393512718339;deny;positive;future
901;1478967152178774016;deny;positive;past
902;1514524555855142912;believe;positive;future
903;1480265309269512197;deny;positive;past
904;1477855438766895108;believe;negative;future
905;1460593384469508096;believe;positive;future
906;1474693128183554056;believe;positive;future
907;1470460194765299713;deny;negative;present
908;1470538768071413764;deny;negative;past
909;1514519796318351361;believe;positive;future
910;1470091429280165896;believe;negative;past
911;1429103175227871232;believe;negative;future
912;1487758266297892866;deny;negative;future
913;1514533749014228992;believe;positive;future
914;1514723010204237839;believe;positive;present
915;1484533536765976578;deny;neutral;present
916;1507744493784641536;believe;neutral;future
917;1462326689673981953;deny;neutral;present
918;1477015385446752266;believe;neutral;future
919;1514541736684503042;believe;positive;future
920;1424058693814034438;believe;negative;future
921;1471620539932454927;deny;negative;past
922;1422200748155150341;deny;negative;future
923;1491794850408136715;deny;neutral;present
924;1472024590025035779;believe;neutral;future
925;1516307477666856963;believe;positive;future
926;1474261897415331843;believe;negative;future
927;1483861639426363399;deny;neutral;future
928;1484324341651099649;deny;negative;present
929;1479456199489822724;believe;negative;future
930;1517515456881385472;believe;positive;present
931;1479914141271871490;believe;neutral;future
932;1471129649744945165;believe;negative;future
933;1479217426847916039;believe;negative;future
934;1480005838328717315;deny;neutral;past
935;1471635031869247489;believe;negative;future
936;1461652151621541889;believe;negative;future
937;1470744696754483206;believe;negative;future
938;1444890704594063363;believe;positive;present
939;1503403268034203654;believe;positive;future
940;1514623235786108930;believe;positive;future
941;1507327512971558917;believe;neutral;future
942;1511770783688773632;believe;positive;future
943;1515548505083101186;believe;positive;present
944;1462048928317202436;deny;negative;present
945;1477573708541829124;believe;neutral;future
946;1484146648762699778;deny;negative;future
947;1469763845438775309;believe;negative;future
948;1477117245893627905;believe;negative;future
949;1473475246841905153;believe;negative;present
950;1460901226015567873;believe;negative;future
951;1490450461090004999;deny;negative;past
952;1472621531037671430;believe;neutral;present
953;1514583650943500298;believe;neutral;past
954;1514547200541429760;believe;positive;future
955;1460922851578445826;believe;neutral;future
956;1516494253366595595;believe;positive;present
957;1424379691532685321;believe;negative;future
958;1483829555777478663;believe;positive;past
959;1506489475744075778;believe;neutral;future
960;1468576280710828034;believe;positive;future
961;1505658361844535296;believe;positive;future
962;1514419510807531521;believe;positive;present
